Symbol,Issue_Name,Primary_Listing_Mkt
KCDMF,Kimberly-Clark De Mexico S A B de C V Ordinary Shares Class B (Mexico),U
KCDMY,Kimberly-Clark De Mexico S A B de C V Sponsored ADR (Mexico),U
KCE,SPDR S&P Capital Markets ETF,ARCA
KCEEY,KCE Electronics Pub Co Ltd. American Depositary Receipts - Unsponsored (Thailand),U
KCIGF,Karelia Tobacco Co Inc Ordinary Shares (Greece),U
KCKSF,Keck Seng Investments Ordinary Shares,U
KCLI,Kansas City Life Insurance Co Common Stock,U
KCMH,KCM Holdings Corporation Common Stock,U
KCPC,Key Capital Corp. New Common Stock,U
KDCCF,KADESTONE CAP CORP Common Shares,U
KDCE,Kid Castle Educational Corporation Common Stock,U
KDCXF,Kudelski SA Cheseaux Sur Lausanne Common Stock,U
KDDIF,KDDI CORP Ordinary Shares,U
KDDIY,KDDI Corporation Unsponsored ADR (Japan),U
KDEVF,Karolinska Development AB B SHS Ordinary Shares (Sweden),U
KDFI,KFA Dynamic Fixed Income ETF,ARCA
KDIXF,Kenedix Residential Investment Corporation Ordinary Shares (Japan),U
KDKCF,KODIAK COPPER CORP Ordinary Shares,U
KDKGF,Klondike Gold Cp Ordinary Shares,U
KDKN,"Kodiak Energy, Inc. Common Stock",U
KDKWF,KADOKAWA CORP Ordinary Shares,U
KDMN,"Kadmon Holdings, Inc. Common Stock",NASDAQ
KDNY,"Chinook Therapeutics, Inc. Common Stock",NASDAQ
KDOZF,Kidoz Inc Common Shares,U
KDP,Keurig Dr Pepper Inc. Common Stock,NASDAQ
KDSKF,Koninklijke DSM NV Ordinary Shares (Netherlands),U
KE,"Kimball Electronics, Inc. Common Stock",NASDAQ
KEFI,Keweenaw Financial Corp (Mich) Common Stock,U
KEGS,"1812 Brewing Company, Inc. Common Stock",U
KEGX,KEY ENERGY SVCS INC DEL Common Shares,U
KEIBF,Keiyo Bank Ltd Ordinary Shares (Japan),U
KEIHF,KEIHANSHIN BLDG CO LTD Ordinary Shares,U
KEJI,Global X Funds Global X China Innovation ETF,NASDAQ
KELRF,Keisei Electric Rail Ord Ordinary Shares (Japan),U
KELTF,Kelt Exploration Ltd. Com (Canada),U
KELYA,"Kelly Services, Inc. Class A Common Stock",NASDAQ
KELYB,"Kelly Services, Inc. Class B Common Stock",NASDAQ
KEMQ,KraneShares Emerging Markets Consumer Technology Index ETF,ARCA
KEMX,KraneShares MSCI Emerging Markets Ex China Index ETF,ARCA
KEN,KENON HOLDINGS LTD.,NYSE
KENS,Kenilworth Systems Corp.  Common Stock,U
KEP,Korea Electric Power Corp,NYSE
KEQU,Kewaunee Scientific Corporation Common Stock,NASDAQ
KERN,Akerna Corp. Common Stock,NASDAQ
KERNW,Akerna Corp Warrant,NASDAQ
KESG,KraneShares MSCI China ESG Leaders Index ETF,ARCA
KESPF,Kleos Space SA Chess Depositary Interests (Luxembourg),U
KEWL,"Keweenaw Land Association, Limited Common Stock",U
KEX,Kirby Corporation,NYSE
KEY,KeyCorp,NYSE
KEY PRI,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed-to-Float,NYSE
KEY PRJ,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Per,NYSE
KEY PRK,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Pe",NYSE
KEYCF,KEY COFFEE INC Ordinary Shares,U
KEYS,"Keysight Technologies, Inc.",NYSE
KEYUF,Keyera Corp (Canada),U
KF,"KOREA FUND, INC",NYSE
KFFB,Kentucky First Federal Bancorp Common Stock,NASDAQ
KFFLF,Kefi Gold and Copper Plc Ordinary Shares,U
KFMNF,Kaufman et Broad SA Paris Shs (France),U
KFRC,"Kforce, Inc. Common Stock",NASDAQ
KFS,"Kingsway Financial Services, Inc.",NYSE
KFSYF,"Kingsway Financial Services, Inc. Wt Exp Cl B",U
KFVG,KraneShares CICC China 5G and Semiconductor Index ETF,ARCA
KFY,Korn Ferry,NYSE
KFYP,KraneShares CICC China Leaders 100 Index ETF,ARCA
KGAUF,Kongsberg Automotive Asa Ordinary Shares,U
KGBLF,KINGBOARD LAMINATES HOLDINGS LIMITED SHS (Cayman Islands),U
KGBLY,Kingboard Laminates Holdings Ltd. Unsponsored American Depository Receipt (Cayman Islands),U
KGC,Kinross Gold Corporation,NYSE
KGDEF,Kingdee International Software Group Company Ltd Ordinary Shares,U
KGDEY,Kingdee International Software Group Company Ltd Unsponsored ADR (China),U
KGEIF,Kolibri Global Energy Inc Common Shares,U
KGET,"Kleangas Energy Technologies, Inc.  Common Stock",U
KGFHF,Kingfisher plc Ordinary Shares (United Kingdom),U
KGFHY,Kingfisher plc Sponsored American Depositary Receipt,U
KGFMF,KINGFISHER METALS CORP  Common Shares,U
KGFTY,"Kingsoft Corp Ltd, ADR (Cayman Islands)",U
KGGNF,Kogan Com Ltd Ordinary Shares (Australia),U
KGHI,"Kaiser Group Holdings, Inc Common Stock",U
KGHPF,Kghm Polska Miedz Sa Reg S Gdr Ordinary Shares,U
KGHZF,Pangolin Diamonds Corp. Ordinary Shares (Canada),U
KGJI,Kingold Jewelry Inc.,U
KGKG,KONA GOLD BEVERAGE INC Common Stock,U
KGLDF,King Global Ventures Inc Common Shares,U
KGLLF,KGL Resources Ltd Ordinary Shares,U
KGMEF,Kagome Co Ltd Ordinary Shares (Japan),U
KGNR,Kange Corp. Common Stock,U
KGRI,"Kiley Group, Inc. (The) Common Stock",U
KGRN,KraneShares MSCI China Clean Technology Index ETF,ARCA
KGSDF,Kungsleden AB Ordinary Shares,U
KGSDY,Kungsleden AB Unsponsored ADR (Sweden),U
KGSPF,Kingspan Group Plc Ordinary Shares,U
KGSPY,Kingspan Group Plc Unsponsored ADR (Ireland),U
KGSSF,Kingman Minerals Ltd Ordinary Shares (Canada),U
KGTFF,Krung Thai Bank Public Company Limited Shs Foreign Registered (Thailand),U
KGTFY,Krung Thai Bank Public Company Limited Unsponsored American Depository Receipt (Thailand),U
KGTHY,Krungthai Card PCL Unsponsored ADR (Thailand),U
KGTLF,Krung Thai Bank Public Company Limited Ordinary Shares (Thailand),U
KHC,The Kraft Heinz Company Common Stock,NASDAQ
KHDHF,KHD Humboldt Wedag International AG Ordinary Shares (Germany),U
KHEXF,Keikyu Corp Ordinary Shares (Japan),U
KHJCF,Kohnan Shoji Co Ltd Ordinary Shares (Japan),U
KHNGF,Kuehne & Nagel International Ag Schindellegi Namen-Akt. Shares (Switzerland),U
KHNGY,Kuehne & Nagel International Ag Schindellegi Unsponsored ADR (Switzerland),U
KHNRF,Keihan Electric Railway Co Ltd Ordinary Shares (Japan),U
KHOLY,Koc Holdings AS Unsponsored ADR (Turkey),U
KHOTF,Kahoot! ASA Ordinary Shares,U
KHRIF,Cypherpunk Hldgs Inc Common Shares,U
KHRNF,Khiron Life Sciences Corp Common Stock,U
KHRWF,Khiron Life Sciences Corp Warrant Exp 11/26/2025,U
KHTRF,Knight Therapeutics Inc Common Shares (Canada),U
KHZM,"Madison Ave Media, Inc.  Common Stock",U
KIADF,KIADIS PHARMA N V Ordinary Shares (Netherlands),U
KICK,"HPN Holdings, Inc. Common Stock",U
KIDBQ,"Kid Brands, Inc.",U
KIDS,OrthoPediatrics Corp. Common Stock,NASDAQ
KIE,SPDR S&P Insurance ETF,ARCA
KIERF,Kier Group Plc Ordinary Shares United Kingdom(GB ),U
KIGRY,KION GROUP AG Unsponsored ADR (Germany),U
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,NASDAQ
KIIIU,Kismet Acquisition Three Corp. Unit,NASDAQ
KIIIW,Kismet Acquisition Three Corp. Warrant,NASDAQ
KIKOF,Kikkoman Corp Ordinary Shares,U
KIKOY,Kikkoman Corp Unsponsored ADR (Japan),U
KIM,Kimco Realty Corp.,NYSE
KIM PRL,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fr",NYSE
KIM PRM,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fr",NYSE
KIMTF,Kia Motors Ord Ordinary Shares,U
KIN,"Kindred Biosciences, Inc. Common Stock",NASDAQ
KINPF,KINA PETROLEUM CORP Usd Ord Shs (Virgin Islands British),U
KINS,"Kingstone Companies, Inc. Common Stock",NASDAQ
KINUF,KINTETSU GROUP HLDGS CO LTD  Ordinary Shares,U
KINZ,KINS Technology Group Inc. Class A Common Stock,NASDAQ
KINZU,KINS Technology Group Inc. Unit,NASDAQ
KINZW,KINS Technology Group Inc. Warrant,NASDAQ
KIO,KKR INCOME OPPORTUNITIES FUND,NYSE
KIQ,Kelso Technologies Inc.,AMEX
KIRK,"Kirkland's, Inc. COMMONSTOCK",NASDAQ
KIROY,Kumba Iron Ore Limited Sponsored ADR (South Africa),U
KIRY,Kiewit Royalty Trust Shares of Beneficial Interest,U
KISB,"Kish Bancorp, Inc. (PA) Common Stock",U
KISLF,King Island Scheelite Ltd Ordinary Shares (Australia),U
KITAF,Kitanotatsujin Corporation Ordinary Shares (Japan),U
KITL,"Kisses from Italy, Inc. Common Stock",U
KITVF,PURPLE BIOTECH LTD Ordinary Shares,U
KITZF,Kitz Corp Ordinary Shares,U
KIWB,Kiwibox.com Inc.  Common Stock,U
KIYOF,Kiyo Bank Ltd Ordinary Shares (Japan),U
KJAN,Innovator Russell 2000 Power Buffer ETF - January,BATS
KJFI,Comjoyful International Company Common Stock,U
KJUL,Innovator Russell 2000 Power Buffer ETF - July,BATS
KKKUF,Kakaku.com Inc Tokyo Ordinary Shs (Japan),U
KKMMY,Kakaku Com Inc American Depositary Receipts - Unsponsored (Japan),U
KKMSF,Klimasan Klima Sanayi Ve Ticaret Ordinary Shares,U
KKOYF,Kesko OYJ Wertpapieren Ordinary Shares B (Finland),U
KKOYY,Kesko OYJ Unsponsored ADR representing B shares (Finland),U
KKPCF,Kaken Pharmaceutical Co Ltd Ordinary Shares (Japan),U
KKPFF,Kaisa Prosperity Holdings Ltd. Ordinary Shares (Cayman Islands),U
KKPNF,Koninklijke Kpn Nv Ordinary Shares,U
KKPNY,Royal KPN N.V. Common Stock,U
KKPT,"KoKo Petroleum, Inc. Common Stock (Nevada)",U
KKR,KKR & Co. Inc.,NYSE
KKR PRB,KKR & Co. Inc. 6.50% Series B Preferred Unit,NYSE
KKR PRC,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,NYSE
KKRAF,Katakura Industries Co Ltd Ordinary Shares (Japan),U
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,NYSE
KKUOF,Kyokuto Securities Co Ltd SHS (Japan),U
KKUR,"Chromocure, Inc. Common Stock",U
KKWFF,Koninklijke Boskalis Westminster N V Ordinary Shares  (Netherlands),U
KL,Kirkland Lake Gold Ltd Ordinary,NYSE
KLAC,KLA Corporation Common Stock,NASDAQ
KLAQ,KL Acquisition Corp Class A Common Stock,NASDAQ
KLAQU,KL Acquisition Corp Unit,NASDAQ
KLAQW,KL Acquisition Corp Warrant,NASDAQ
KLBAY,Klabin SA American Depositary Shares - Unsponsored,U
KLCCY,KLOECKNER & CO SE American Depositary Receipts - Unsponsored (Germany),U
KLCD,KFA Large Cap Quality Dividend Index ETF,ARCA
KLDI,KLDISCOVERY COM,U
KLDIW,KLDISCOVERY RED WT EXP 12/01/2025,U
KLDO,"Kaleido Biosciences, Inc. Common Stock",NASDAQ
KLDW,Knowledge Leaders Developed World ETF,ARCA
KLEEF,Kleeman Hellas Sa Kilkis Ordinary Shares,U
KLGDF,Kalo Gold Holdings Corp. Ordinary Shares (Canada),U
KLGG,"Klegg Electronics, Inc. Common Stock",U
KLGSY,Kerry Logistics Network Ltd Unpsonsored ADR (Bermuda),U
KLIB,"Killbuck Bancshares, Inc. (Ohio) Common Stock",U
KLIC,"Kulicke and Soffa Industries, Inc. Common Stock",NASDAQ
KLKBF,Kuala Lumpur Kepong Berhad KLK Ordinary Shares (Malaysia),U
KLKBY,Kuala Lumpur Kepong Berhad Ord Unsponsored American Depository Receipt,U
KLKNF,Kloeckner & Co Ag Duisburg Namen-Akt Shares (Germany),U
KLMAF,KLIMATOR AB SHARE AK (Sweden),U
KLMR,KLM Royal Dutch Airlines Common Stock New York Registry,U
KLOC,Kushner-Locke Company (The) Common Stock,U
KLPEF,Klepierre Sa Ord Ordinary Shares,U
KLR,"Kaleyra, Inc.",AMEX
KLR WS,"Kaleyra, Inc. Warrants, each whole Warrant exercisable for one share of Common Stock at an exercise",AMEX
KLRGF,Keller Group Plc Ord 10 Par Ordinary Shares,U
KLSVF,Klondike Silver Corp Common Shares (Canada),U
KLTHF,Koolearn Technology Hldg Ltd Common Shares (Cayman Islands),U
KLTI,"KlausTech, Inc. Common Stock",U
KLXE,"KLX Energy Services Holdings, Inc. Common Stock",NASDAQ
KLYCY,Kunlun Energy Co. Ltd Unsponsored ADR (Hong Kong),U
KLYG,"Kelyniam Global, Inc. Common Stock",U
KMAAF,Komax Holding Ag Dierikon Namen-Akt Shares (Switzerland),U
KMADF,Kameda Seika Co Ltd Ordinary Shares (Japan),U
KMAG,"KMA Global Solutions International, Inc. Common Stock",U
KMB,Kimberly-Clark Corp.,NYSE
KMBIF,Kambi Group LTD Ordinary Shares B 0.003 (Malta),U
KMDA,Kamada Ltd. Ordinary Shares,NASDAQ
KMDRF,Kermode Resources Ltd Common Shares (Canada),U
KMED,KraneShares Emerging Markets Healthcare Index ETF,ARCA
KMERF,Komercni Banka As Ord Czk500 Komercni Banka AS (Czech Republic),U
KMF,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",NYSE
KMFI,"Keller Manufacturing Company, Inc. (The) New Common Stock",U
KMGH,Kemiao Garment Holding Group Common Stock,U
KMGIF,Kamigumi Co Ltd Ordinary Shares,U
KMGLF,ASIAMET RES LTD  Ordinary Shares,U
KMHLF,"KANGJI MED HOLDINGS LTD, USD ORD SHS (Cayman Islands)",U
KMI,"Kinder Morgan, Inc.",NYSE
KMLM,KFA Mount Lucas Index Strategy ETF,ARCA
KMLXF,RESPIRI LTD Ordinary Shares,U
KMMIF,KARAM MINERALS INC Ordinary Shares (Canada),U
KMMPF,Killiam Apt Real Estate Invt Tr Unit (Canada),U
KMMWF,Kew Media Group Inc Wt Expiring 07/25/2021 (Canada),U
KMNCF,Kingsmen Creatives LTD Ordinary Shares (Singapore),U
KMNNF,KMN Capital Ltd. Ordinary Shares (Israel),U
KMPH,"KemPharm, Inc. Common Stock",NASDAQ
KMPR,Kemper Corporation,NYSE
KMRCF,Komori Corp Ordinary Shares,U
KMRIF,KOMERI CO LTD Ordinary Shares,U
KMRPF,Kenmare Resources Ltd Plc Ord Ordinary Shares,U
KMRSF,Kemira Oyj Sponsored Reg S GDR (Finland),U
KMSHF,Kamakura Shinsho Ltd Ordinary Shares  (Japan),U
KMSTF,KADIMASTEM LTD Ordinary Shares,U
KMSWF,Kingmaker Footwear Hldgs Ordinary Shares,U
KMT,Kennametal Inc.,NYSE
KMTUF,Komatsu Ltd Ord Ordinary Shares,U
KMTUY,Komatsu Ltd Ord American Depositary Shares,U
KMUXF,KAMUX OYJ (Finland),U
KMWE,"KM Wedding Events Management, Inc. Common",U
KMX,CarMax Inc.,NYSE
KN,KNOWLES CORPORATION,NYSE
KNAMF,Konami Hldgs Corp Ordinary Shares,U
KNBA,"Kinbasha Gaming International, Inc. Common Stock",U
KNBE,"KnowBe4, Inc. Class A Common Stock",NASDAQ
KNBHF,Knorr Bremse Ag Common Shares (Germany Federal Republic),U
KNBIF,Kane Biotech Inc Common Shares,U
KNBWF,"Kirin Holdings Company, Limited Ordinary Shares (Japan)",U
KNBWY,"Kirin Holdings Company, Limited Sponsored ADR (Japan)",U
KNCAF,Konica Minolta Holdings Inc Ordinary Shares (Japan),U
KNCAY,Konica Minolta Inc Unsponsored ADR (Japan),U
KNCNF,KENCANA AGRI LTD SHS NEW (Singapore),U
KNCRF,Konecranes Plc Ordinary Shares (Finland),U
KNCRY,Konecranes Plc Unsponsored ADR (Finland),U
KNDEF,Kinden Corp Ordinary Shares Japan (JP),U
KNDGF,KINDRED GROUP PLC SWEDISH DEPOSITORY RECEIPT SDB Depositary Receipts,U
KNDI,"Kandi Technologies Group, Inc Common Stock",NASDAQ
KNDYF,Kenadyr Mining Holdings Corp Ordinary Shares (Canada),U
KNEOF,Kneomedia Limited Ordinary Shares (Australia),U
KNFHF,Kingfish Ltd. Ordinary Shares (New Zealand),U
KNFSF,KIATNAKIN PHATRA BK PUB CO LTD SHS FOREIGN REGISTERED (Thailand),U
KNG,FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,BATS
KNGS,UPHOLDINGS Compound Kings ETF,BATS
KNGW,"Kenongwo Group US, Inc. Common Stock",U
KNIT,Kinetic Group Inc Common Stock,U
KNKT,Kunekt Corporation Common Stock,U
KNKZF,Kws Kleinwanzlebener Saatzucht Ag Ordinary Shares (Germany),U
KNL,"Knoll, Inc.",NYSE
KNMOF,Kanamoto Co Ltd Ordinary Shares (Japan),U
KNNCF,KH NEOCHEM CO LTD COM STK (Japan),U
KNNGF,Kion Group AG Ordinary Shares (Germany),U
KNNNF,Kainos Group PLC Ordinary Shares (United Kingdom),U
KNOP,KNOT OFFSHORE PARTNERS LP,NYSE
KNOS,Kronos Advanced Technologies Inc Common Stock,U
KNRLF,Kontrol Technologies Corp. Ordinary Shares,U
KNRRY,Knorr-Bremse AG American Depositary Receipts - Unsponsored (Germany Federal Republic),U
KNSA,"Kiniksa Pharmaceuticals, Ltd. Class A Common Stock",NASDAQ
KNSL,"Kinsale Capital Group, Inc. Common Stock",NASDAQ
KNTE,Kinnate Biopharma Inc. Common Stock,NASDAQ
KNTNF,K92 Mining Inc Common Shares (Canada),U
KNTPF,KINTOR PHARMACEUTICAL LTD Ordinary Shares,U
KNTTF,Kintetsu Department Store Co Ltd Ordinary Shares (Japan),U
KNWN,"Know Labs, Inc. Common Stock",U
KNX,Knight-Swift Transportation Holdings Inc. Class A Common Stock,NYSE
KNYJF,Kone Oyj Shares B (Finland),U
KNYJY,Kone Oyj Unsponsored ADR representing B shares (Finland),U
KO,Coca-Cola Company,NYSE
KOAN,RESONATE BLENDS INC Common Stock,U
KOCT,Innovator Russell 2000 Power Buffer ETF - October,BATS
KOD,Kodiak Sciences Inc Common Stock,NASDAQ
KODK,EASTMAN KODAK COMPANY,NYSE
KOF,"Coca-Cola FEMSA, S.A.B DE C.V",NYSE
KOGL,Kopp Glass Inc Common Stock,U
KOGMF,KGL RES LTD Ordinary Shares,U
KOIN,Capital Link NextGen Protocol ETF,ARCA
KOJAF,Kojamo PLC Ordinary Shares (Finland),U
KOKU,Xtrackers MSCI Kokusai Equity ETF,ARCA
KOLD,ProShares UltraShort Bloomberg Natural Gas,ARCA
KOLR,"Kolorfusion International, Inc. Common Stock",U
KOMBY,Komercni Banka AS American Depositary Receipts - Unsponsored,U
KOMOF,Komo Plant Based Foods Inc. Common Shares,U
KOMP,SPDR S&P Kensho New Economies Composite ETF,ARCA
KONA,"Kona Grill, Inc. Common Stock",U
KONEF,KetamineOne Capital Ltd Common Stock,U
KONMY,Konami Holdings Corporation ADS REPSTG 1/2 SH COM STK - Unsponsored (Japan),U
KOOYF,"Kootenay Silver, Inc. Common Shares (Canada)",U
KOP,"Koppers Holdings, Inc.",NYSE
KOPN,Kopin Corporation Common Stock,NASDAQ
KOR,Corvus Gold Inc. Common Shares,NASDAQ
KOREF,KORE MNG LTD NEW Ordinary Shares,U
KORP,American Century Diversified Corporate Bond ETF,ARCA
KORU,Direxion Daily South Korea Bull 3X Shares,ARCA
KOS,Kosmos Energy Ltd.,NYSE
KOSCF,Kose Corp Tokyo Ordinary Shares (Japan),U
KOSK,One Step Vending Corp Common Stock,U
KOSS,Koss Corporation Common Stock,NASDAQ
KOTMF,Koito Manufacturing Co Ltd Ordinary Shares (Japan),U
KOTMY,Koito Manufacturing Unsponsored ADR (Japan),U
KOVR,Korver Corp. Common Stock,U
KOYJF,Kemira Oyj Ordinary Shares (Finland),U
KOZAY,Koza Altin Islemeleri A S Unsponsored American Depository Receipt (Turkey),U
KOZZF,Koza Altin Isletmeleri AS Ordinary Shares   (Turkey),U
KPAY,KinerjaPay Corp Common Stock,U
KPCM,King Pine Creek Mng Ltd Unclassified,U
KPCPF,Kasikornbank Public Co Ltd Shares Foreign Registered (Thailand),U
KPCPY,Kasikornbank Public Co Ltd Unsponsored ADR (Thailand),U
KPCTF,KAPUAS PRIMA COAL TBK PT Ordinary Shares,U
KPCUF,Kasikornbank Public Co Ltd Units Non-Voting Depositary Receipt (Thailand),U
KPDCF,Keppel DC Reit Mgmt Pte Ltd Units REIT Reg S (Singapore),U
KPELF,Keppel Corp Ltd Cl A Ordinary Shares,U
KPELY,Keppel Corp Ltd Spons ADR,U
KPGHF,KELLY PARTNERS GROUP HLDGS LTD Ordinary Shares,U
KPHWF,"Key Petroleum Ltd, Perth Wa Common Shares (Australia)",U
KPIFF,"Edgewater Wireless Systems, Inc. Ordinary Shares (Canada)",U
KPJHF,Kpj Healthcare Bhd Ordinary Shares,U
KPLIF,Keppel Infrastructure Trust NEW Units (Singapore),U
KPLLF,Kino Polska TV SA Ordinary Shares (Poland),U
KPLT,"Katapult Holdings, Inc. Common Stock",NASDAQ
KPLTW,"Katapult Holdings, Inc. Warrant",NASDAQ
KPLUF,K Plus S AG Ordinary Shares,U
KPLUY,K plus S AG Sponsored ADR (Germany),U
KPOC,"Kimberly Parry Organics, Corp. Common Stock",U
KPOEF,Kinpo Electronics Inc Ordinary Shares,U
KPSGF,KPS Ag Common Stock (Germany Federal Republic),U
KPSHF,"Kapsch Trafficcom AG, Wien Ordinary Shares (Austria)",U
KPTCY,KANSAI PAINT CO LTD  ADR - Unsponsored (Japan),U
KPTI,Karyopharm Therapeutics Inc. Common Stock,NASDAQ
KPTSF,KP Tissue Inc Common Shares (Canada),U
KPZIF,Ophir Gold Corp  Ordinary Shares,U
KR,The Kroger Co.,NYSE
KRA,Kraton Corporation,NYSE
KRANF,Kraneshares ICAV Exchange Traded Fund (Ireland),U
KRBF,"Kreido BioFuels, Inc. Common Stock",U
KRBN,KraneShares Global Carbon ETF,ARCA
KRBOF,Kurabo Industries Ltd Ordinary Shares (Japan),U
KRBP,"Kiromic BioPharma, Inc. Common Stock",NASDAQ
KRC,Kilroy Realty Corp.,NYSE
KRCLF,King Riv Res Ltd Ordinary Fully Paid (Australia),U
KRDXF,Kardex Ag Zuerich Ordinary Shares,U
KRE,SPDR S&P Regional Banking ETF,ARCA
KRED,KonaRed Corporation. NEW Common Stock,U
KREF,KKR Real Estate Finance Trust Inc.,NYSE
KREF PRA,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,NYSE
KREVF,Keppel REIT Unit REIT  (Singapore),U
KRFG,King Resources Inc. Common Stock,U
KRG,Kite Realty Group Trust,NYSE
KRIDF,Kesoram Industries Ltd GDR (India),U
KRIUF,Keg Royalties Income Fund Units (Canada),U
KRKKF,Kruk SA Wroclaw Ordinary Shares (Poland),U
KRKNF,Kraken Robotics Inc. Ordinary Shares,U
KRKR,36Kr Holdings Inc. American Depositary Shares,NASDAQ
KRLTF,"Karnalyte Resources, Inc. Ordinary Shares (Canada)",U
KRMA,Global X Funds Global X Conscious Companies ETF,NASDAQ
KRMCF,KRM22 PLC Ord GBP0.10 (United Kingdom),U
KRMD,"Repro Med Systems, Inc. Common Stock",NASDAQ
KRMDF,Korian Medica SA Ordinary Shares (France),U
KRMMF,"KINGROSE MINING LTD, APPLECROSS WA SHS (Australia)",U
KRNGF,Karoon Gas Australia Ltd Ordinary Shares (Australia),U
KRNGY,Karoon Gas Australia Ltd Unsponsored American Depository Receipt (Australia),U
KRNIF,KRANESHARES ICAV KRANESHARES MSCI CHINA A SHARE UCITS ETF CLASS USD Exchange Traded Fund,U
KRNL,"Kernel Group Holdings, Inc. Class A Ordinary Shares",NASDAQ
KRNLU,"Kernel Group Holdings, Inc. Units",NASDAQ
KRNLW,"Kernel Group Holdings, Inc. Warrants",NASDAQ
KRNNF,Krones Ag Akt. Shares (Germany),U
KRNT,Kornit Digital Ltd. Ordinary Shares,NASDAQ
KRNTY,Krones Ag ADR (Germany),U
KRNY,Kearny Financial Corp Common Stock,NASDAQ
KRO,"Kronos Worldwide, Inc.",NYSE
KROEF,KR1 PLC Ordinary Shares (Isle of Man),U
KRON,"Kronos Bio, Inc. Common Stock",NASDAQ
KROS,"Keros Therapeutics, Inc. Common Stock",NASDAQ
KRP,"Kimbell Royalty Partners, LP Common Units representing Limited Partner Interests",NYSE
KRRGF,Karora Resources Inc. Common Shares,U
KRRTF,Korres SA Natural Products Regular Shares (Greece),U
KRRYF,KERRY LOGISTICS NETWORK LTD Ordinary Shares HK$ (Bermuda),U
KRSOF,KARSAN OTOMOTIV SANAYII VE TICARET AS Ordinary Shares,U
KRT,Karat Packaging Inc. Common Stock,NASDAQ
KRTX,"Karuna Therapeutics, Inc. Common Stock",NASDAQ
KRUS,"Kura Sushi USA, Inc. Class A Common Stock",NASDAQ
KRYAF,Kerry Group Plc Ordinary Shares A (Ireland),U
KRYAY,Kerry Group Plc Sponsored ADR (Ireland),U
KRYPF,Kerry Properties Hk Ordinary Shares,U
KRYPY,Kerry Properties Limited Unsponsored ADR (Hong Kong),U
KRYS,"Krystal Biotech, Inc. Common Stock",NASDAQ
KSA,iShares MSCI Saudi Arabia ETF,ARCA
KSANF,Kansai Paint (F) Ordinary Shares,U
KSBI,"KS Bancorp, Inc. (DE) Common Stock",U
KSCD,KFA Small Cap Quality Dividend Index ETF,ARCA
KSCLF,Kinki Sharyo Co Ltd Ordinary Shares (Japan),U
KSCNF,K & S Corporation Limited SHS (Australia),U
KSFTF,Kingsoft Corporation Limited Ordinary Shares (Cayman Islands),U
KSHB,"KushCo Holdings, Inc. Common Stock",U
KSHDF,"Koshidaka Co Ltd, Maebashi Ordinary Shares (Japan)",U
KSHOF,K S Holdings Corporation Ordinary Shares (Japan),U
KSHTF,KUSHIKATSU TANAKA CO Common Stock,U
KSHTY,Kuaishou Technology  American Depositary Receipts - Unsponsored (Cayman Islands),U
